"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 08, 2021","19,217.1","19,235.3","19,294.7","19,191.2","-","-0.14%"
"Nov 05, 2021","19,244.6","19,289.6","19,356.5","19,177.2","-","0.10%"
"Nov 04, 2021","19,226.1","19,046.1","19,275.1","19,018.3","-","1.26%"
"Nov 03, 2021","18,987.0","18,817.7","19,002.4","18,758.9","-","1.08%"
"Nov 02, 2021","18,784.7","18,682.2","18,803.3","18,672.7","-","0.42%"
"Nov 01, 2021","18,705.4","18,675.2","18,711.4","18,564.3","-","0.35%"
"Oct 29, 2021","18,641.0","18,392.0","18,648.5","18,392.0","-","0.47%"
"Oct 28, 2021","18,554.3","18,432.3","18,561.2","18,403.6","-","1.15%"
"Oct 27, 2021","18,342.5","18,348.1","18,497.0","18,319.3","-","0.25%"
"Oct 26, 2021","18,296.8","18,362.4","18,474.7","18,248.7","-","0.29%"
"Oct 25, 2021","18,243.5","18,129.5","18,292.2","18,036.9","-","1.04%"
"Oct 22, 2021","18,056.2","18,134.9","18,196.3","17,981.9","-","-0.87%"
"Oct 21, 2021","18,214.4","18,068.8","18,223.8","18,050.8","-","0.66%"
"Oct 20, 2021","18,095.7","18,165.4","18,176.2","18,030.7","-","-0.14%"
"Oct 19, 2021","18,121.6","18,049.6","18,126.6","18,015.7","-","0.72%"
"Oct 18, 2021","17,992.5","17,746.3","18,000.3","17,726.5","-","1.02%"
"Oct 15, 2021","17,811.4","17,764.4","17,815.2","17,714.6","-","0.63%"
"Oct 14, 2021","17,700.3","17,551.1","17,709.1","17,522.9","-","1.88%"
"Oct 13, 2021","17,373.6","17,346.8","17,404.4","17,258.3","-","0.77%"
"Oct 12, 2021","17,241.3","17,370.9","17,385.6","17,211.0","-","-0.35%"
"Oct 11, 2021","17,302.0","17,363.1","17,530.0","17,296.5","-","-0.72%"
"Oct 08, 2021","17,427.9","17,570.9","17,577.9","17,409.9","-","-0.51%"
"Oct 07, 2021","17,517.7","17,520.0","17,650.8","17,495.4","-","0.88%"
"Oct 06, 2021","17,364.1","17,085.6","17,374.5","17,049.8","-","0.63%"
"Oct 05, 2021","17,255.2","17,089.7","17,360.4","17,074.2","-","1.40%"
"Oct 04, 2021","17,016.2","17,300.1","17,316.6","16,913.7","-","-2.15%"
"Oct 01, 2021","17,390.2","17,319.1","17,436.0","17,111.9","-","0.70%"
"Sep 30, 2021","17,270.0","17,435.4","17,503.5","17,264.0","-","-0.43%"
"Sep 29, 2021","17,343.9","17,441.0","17,534.4","17,314.0","-","-0.11%"
"Sep 28, 2021","17,363.8","17,636.1","17,681.5","17,350.5","-","-2.86%"
"Sep 27, 2021","17,874.6","17,875.1","17,916.6","17,758.9","-","-0.81%"
"Sep 24, 2021","18,021.1","17,895.7","18,039.8","17,879.4","-","0.09%"
"Sep 23, 2021","18,005.6","17,905.3","18,053.1","17,867.9","-","0.92%"
"Sep 22, 2021","17,841.0","17,720.4","17,904.3","17,668.6","-","0.99%"
"Sep 21, 2021","17,666.1","17,747.5","17,797.9","17,618.2","-","0.11%"
"Sep 20, 2021","17,646.0","17,712.3","17,816.5","17,421.3","-","-2.10%"
"Sep 17, 2021","18,023.6","18,197.5","18,202.0","17,973.8","-","-1.18%"
"Sep 16, 2021","18,238.1","18,163.7","18,265.4","18,067.6","-","0.08%"
"Sep 15, 2021","18,223.5","18,125.3","18,241.6","18,003.6","-","0.78%"
"Sep 14, 2021","18,081.7","18,226.2","18,249.9","18,045.5","-","-0.33%"
"Sep 13, 2021","18,140.7","18,271.4","18,290.9","18,043.4","-","-0.04%"
"Sep 10, 2021","18,148.0","18,391.6","18,421.5","18,139.4","-","-0.77%"
"Sep 09, 2021","18,289.3","18,381.5","18,423.8","18,284.3","-","-0.38%"
"Sep 08, 2021","18,359.2","18,415.8","18,415.8","18,250.6","-","-0.35%"
"Sep 07, 2021","18,423.7","18,407.9","18,453.8","18,346.7","-","0.15%"
"Sep 03, 2021","18,396.8","18,309.9","18,414.7","18,281.7","-","0.31%"
"Sep 02, 2021","18,339.5","18,400.7","18,430.6","18,280.8","-","-0.04%"
"Sep 01, 2021","18,346.3","18,376.3","18,446.0","18,337.0","-","0.19%"
"Aug 31, 2021","18,311.2","18,333.3","18,337.0","18,241.0","-","-0.14%"
"Aug 30, 2021","18,336.6","18,167.2","18,354.8","18,165.8","-","1.12%"
"Aug 27, 2021","18,134.1","17,984.6","18,150.6","17,969.3","-","1.01%"
"Aug 26, 2021","17,952.6","18,035.4","18,059.3","17,937.0","-","-0.59%"
"Aug 25, 2021","18,058.5","18,077.2","18,100.2","18,026.8","-","0.07%"
"Aug 24, 2021","18,045.0","18,023.0","18,076.4","18,000.2","-","0.29%"
"Aug 23, 2021","17,992.3","17,789.4","18,025.9","17,789.4","-","1.46%"
"Aug 20, 2021","17,733.5","17,594.2","17,746.8","17,588.1","-","1.06%"
"Aug 19, 2021","17,547.1","17,358.2","17,624.9","17,358.2","-","0.52%"
"Aug 18, 2021","17,456.9","17,594.5","17,670.7","17,443.5","-","-0.95%"
"Aug 17, 2021","17,623.7","17,642.7","17,694.1","17,510.2","-","-0.91%"
"Aug 16, 2021","17,785.6","17,726.0","17,787.1","17,539.4","-","0.03%"
"Aug 13, 2021","17,779.4","17,738.5","17,795.7","17,712.1","-","0.32%"
"Aug 12, 2021","17,723.2","17,633.5","17,733.7","17,567.3","-","0.42%"
"Aug 11, 2021","17,649.9","17,736.9","17,767.4","17,585.1","-","-0.17%"
"Aug 10, 2021","17,679.6","17,801.5","17,815.7","17,628.6","-","-0.53%"
"Aug 09, 2021","17,773.0","17,776.5","17,798.3","17,712.7","-","0.16%"
"Aug 06, 2021","17,744.6","17,763.9","17,806.8","17,690.2","-","-0.46%"
"Aug 05, 2021","17,826.5","17,737.0","17,829.6","17,711.7","-","0.66%"
"Aug 04, 2021","17,709.3","17,680.9","17,749.3","17,631.6","-","0.15%"
"Aug 03, 2021","17,683.6","17,608.2","17,686.2","17,452.4","-","0.65%"
"Aug 02, 2021","17,568.7","17,665.6","17,681.8","17,547.0","-","0.02%"
"Jul 30, 2021","17,564.3","17,473.4","17,600.7","17,473.4","-","-0.59%"
"Jul 29, 2021","17,667.9","17,629.1","17,719.1","17,616.3","-","0.20%"
"Jul 28, 2021","17,632.0","17,616.8","17,703.3","17,509.2","-","0.41%"
"Jul 27, 2021","17,560.2","17,731.7","17,737.2","17,361.6","-","-1.12%"
"Jul 26, 2021","17,758.6","17,714.4","17,777.8","17,667.3","-","0.09%"
"Jul 23, 2021","17,741.8","17,615.7","17,758.3","17,549.5","-","1.16%"
"Jul 22, 2021","17,539.1","17,451.4","17,540.5","17,451.4","-","0.66%"
"Jul 21, 2021","17,424.6","17,284.9","17,425.2","17,269.0","-","0.78%"
"Jul 20, 2021","17,290.3","17,141.3","17,363.5","17,058.5","-","1.23%"
"Jul 19, 2021","17,080.0","17,043.5","17,115.1","16,969.6","-","-0.90%"
"Jul 16, 2021","17,235.3","17,424.0","17,463.8","17,218.5","-","-0.77%"
"Jul 15, 2021","17,368.3","17,496.1","17,500.8","17,277.8","-","-0.71%"
"Jul 14, 2021","17,492.5","17,591.6","17,610.7","17,458.8","-","0.17%"
"Jul 13, 2021","17,462.1","17,458.0","17,612.0","17,426.0","-","-0.02%"
"Jul 12, 2021","17,466.0","17,467.0","17,491.3","17,390.8","-","0.35%"
"Jul 09, 2021","17,405.2","17,268.1","17,420.0","17,240.2","-","0.71%"
"Jul 08, 2021","17,282.9","17,113.4","17,331.7","17,082.9","-","-0.60%"
"Jul 07, 2021","17,386.7","17,479.7","17,481.3","17,298.9","-","0.16%"
"Jul 06, 2021","17,358.3","17,321.7","17,371.3","17,181.0","-","0.41%"
"Jul 02, 2021","17,287.9","17,177.4","17,300.2","17,169.6","-","1.16%"
"Jul 01, 2021","17,089.3","17,054.7","17,108.8","16,999.3","-","0.04%"
"Jun 30, 2021","17,083.1","17,089.3","17,115.4","17,055.0","-","-0.12%"
"Jun 29, 2021","17,103.8","17,046.2","17,106.7","16,997.2","-","0.33%"
"Jun 28, 2021","17,047.2","16,902.5","17,053.2","16,901.2","-","1.25%"
"Jun 25, 2021","16,836.2","16,896.6","16,902.6","16,811.7","-","-0.14%"
"Jun 24, 2021","16,860.5","16,851.5","16,934.7","16,827.3","-","0.64%"
"Jun 23, 2021","16,752.9","16,753.9","16,812.1","16,721.6","-","0.03%"
"Jun 22, 2021","16,748.4","16,595.7","16,769.6","16,581.2","-","0.94%"
"Jun 21, 2021","16,592.1","16,495.6","16,608.1","16,393.3","-","0.63%"
"Jun 18, 2021","16,487.4","16,576.0","16,594.2","16,458.1","-","-0.81%"
"Jun 17, 2021","16,621.4","16,366.6","16,670.3","16,366.4","-","1.29%"
"Jun 16, 2021","16,409.3","16,491.5","16,546.7","16,245.6","-","-0.34%"
"Jun 15, 2021","16,464.9","16,571.0","16,577.3","16,439.7","-","-0.69%"
"Jun 14, 2021","16,579.4","16,431.5","16,580.7","16,386.7","-","0.94%"
"Jun 11, 2021","16,425.3","16,379.7","16,425.7","16,349.8","-","0.27%"
"Jun 10, 2021","16,380.8","16,232.8","16,383.9","16,213.5","-","1.06%"
"Jun 09, 2021","16,209.7","16,269.0","16,310.3","16,205.1","-","0.03%"
"Jun 08, 2021","16,204.7","16,278.2","16,325.0","16,129.1","-","0.06%"
"Jun 07, 2021","16,195.4","16,126.5","16,201.9","16,086.5","-","0.23%"
"Jun 04, 2021","16,157.6","15,980.4","16,174.0","15,973.1","-","1.78%"
"Jun 03, 2021","15,874.7","15,920.7","15,967.2","15,804.5","-","-1.06%"
"Jun 02, 2021","16,044.3","16,020.7","16,087.5","15,967.3","-","0.16%"
"Jun 01, 2021","16,018.3","16,147.0","16,157.7","15,956.8","-","-0.23%"
"May 28, 2021","16,055.7","16,091.5","16,148.7","16,053.7","-","0.21%"
"May 27, 2021","16,021.9","16,056.0","16,100.4","16,015.2","-","-0.32%"
"May 26, 2021","16,073.4","16,055.8","16,100.7","16,024.5","-","0.33%"
"May 25, 2021","16,020.3","16,071.4","16,110.3","15,969.7","-","0.12%"
"May 24, 2021","16,001.6","15,840.5","16,055.3","15,835.4","-","1.72%"
"May 21, 2021","15,731.7","15,921.1","15,921.8","15,719.7","-","-0.61%"
"May 20, 2021","15,828.3","15,594.3","15,865.7","15,592.5","-","1.94%"
"May 19, 2021","15,527.2","15,246.5","15,534.3","15,241.5","-","0.18%"
"May 18, 2021","15,499.8","15,657.6","15,714.2","15,494.2","-","-0.72%"
"May 17, 2021","15,611.5","15,631.4","15,655.2","15,475.1","-","-0.60%"
"May 14, 2021","15,705.4","15,524.7","15,748.7","15,502.7","-","2.18%"
"May 13, 2021","15,371.0","15,399.8","15,508.8","15,251.0","-","0.83%"
"May 12, 2021","15,244.4","15,424.3","15,520.2","15,204.0","-","-2.61%"
"May 11, 2021","15,653.7","15,362.2","15,689.3","15,352.9","-","-0.06%"
"May 10, 2021","15,662.4","16,000.8","16,001.7","15,661.8","-","-2.63%"
"May 07, 2021","16,085.1","16,080.3","16,196.5","16,026.7","-","0.80%"
"May 06, 2021","15,957.5","15,813.6","15,961.7","15,711.0","-","0.83%"
"May 05, 2021","15,826.3","15,997.1","16,029.6","15,797.2","-","-0.30%"
"May 04, 2021","15,874.7","16,034.0","16,063.0","15,700.6","-","-1.85%"
"May 03, 2021","16,173.6","16,318.2","16,355.6","16,156.0","-","-0.44%"
"Apr 30, 2021","16,245.0","16,241.5","16,372.1","16,219.3","-","-0.78%"
"Apr 29, 2021","16,372.1","16,481.9","16,493.1","16,214.9","-","0.50%"
"Apr 28, 2021","16,291.3","16,352.2","16,397.3","16,283.7","-","-0.42%"
"Apr 27, 2021","16,360.0","16,462.9","16,463.2","16,325.9","-","-0.47%"
"Apr 26, 2021","16,437.2","16,353.8","16,452.7","16,312.7","-","0.61%"
"Apr 23, 2021","16,337.9","16,165.7","16,394.2","16,159.8","-","1.30%"
"Apr 22, 2021","16,127.9","16,313.6","16,352.5","16,074.4","-","-1.24%"
"Apr 21, 2021","16,330.4","16,135.5","16,335.7","16,075.2","-","0.91%"
"Apr 20, 2021","16,182.9","16,279.7","16,330.0","16,090.6","-","-0.71%"
"Apr 19, 2021","16,298.2","16,372.2","16,436.4","16,213.9","-","-0.96%"
"Apr 16, 2021","16,455.5","16,448.5","16,465.4","16,367.1","-","0.11%"
"Apr 15, 2021","16,437.1","16,330.0","16,453.3","16,325.5","-","1.61%"
"Apr 14, 2021","16,176.6","16,393.3","16,395.3","16,151.1","-","-1.30%"
"Apr 13, 2021","16,390.1","16,258.9","16,408.9","16,258.9","-","1.21%"
"Apr 12, 2021","16,194.2","16,163.0","16,217.7","16,110.2","-","-0.19%"
"Apr 09, 2021","16,224.3","16,065.7","16,229.3","16,025.0","-","0.63%"
"Apr 08, 2021","16,122.7","16,090.1","16,128.2","16,058.2","-","1.04%"
"Apr 07, 2021","15,956.5","15,882.9","15,994.1","15,858.0","-","0.28%"
"Apr 06, 2021","15,911.7","15,898.5","16,007.5","15,880.2","-","-0.14%"
"Apr 05, 2021","15,933.3","15,741.0","15,963.1","15,725.5","-","2.03%"
"Apr 01, 2021","15,616.5","15,545.5","15,621.1","15,530.2","-","1.82%"
"Mar 31, 2021","15,337.6","15,195.7","15,426.2","15,191.4","-","1.51%"
"Mar 30, 2021","15,109.0","15,117.8","15,147.6","14,993.6","-","-0.53%"
"Mar 29, 2021","15,189.5","15,171.7","15,245.5","15,038.2","-","-0.10%"
"Mar 26, 2021","15,205.2","14,968.7","15,220.7","14,903.6","-","1.55%"
"Mar 25, 2021","14,972.5","14,887.1","15,048.8","14,793.8","-","-0.14%"
"Mar 24, 2021","14,994.0","15,315.0","15,320.4","14,992.8","-","-1.68%"
"Mar 23, 2021","15,250.5","15,378.7","15,441.3","15,222.0","-","-0.53%"
"Mar 22, 2021","15,331.0","15,163.1","15,425.8","15,163.1","-","1.71%"
"Mar 19, 2021","15,073.8","14,986.8","15,119.6","14,883.0","-","0.62%"
"Mar 18, 2021","14,980.8","15,235.2","15,275.1","14,971.9","-","-3.13%"
"Mar 17, 2021","15,464.9","15,256.9","15,556.2","15,169.3","-","0.38%"
"Mar 16, 2021","15,406.2","15,411.3","15,576.3","15,335.3","-","0.53%"
"Mar 15, 2021","15,324.3","15,152.8","15,327.2","15,093.7","-","1.12%"
"Mar 12, 2021","15,154.0","15,079.2","15,161.4","14,967.6","-","-0.87%"
"Mar 11, 2021","15,287.8","15,179.6","15,363.8","15,132.1","-","2.37%"
"Mar 10, 2021","14,934.3","15,166.4","15,200.5","14,904.8","-","-0.33%"
"Mar 09, 2021","14,984.0","14,797.7","15,070.7","14,747.8","-","4.03%"
"Mar 08, 2021","14,403.5","14,790.5","14,894.8","14,390.0","-","-2.92%"
"Mar 05, 2021","14,836.2","14,749.1","14,874.2","14,297.3","-","1.64%"
"Mar 04, 2021","14,596.2","14,820.9","14,988.5","14,420.8","-","-1.72%"
"Mar 03, 2021","14,851.3","15,245.6","15,289.1","14,847.2","-","-2.88%"
"Mar 02, 2021","15,291.3","15,569.8","15,574.3","15,282.1","-","-1.68%"
"Mar 01, 2021","15,552.3","15,345.2","15,565.0","15,281.6","-","2.89%"
"Feb 26, 2021","15,115.0","15,173.0","15,326.8","14,945.1","-","0.63%"
"Feb 25, 2021","15,019.9","15,452.4","15,565.8","14,956.0","-","-3.56%"
"Feb 24, 2021","15,574.1","15,332.5","15,586.1","15,187.3","-","0.82%"
"Feb 23, 2021","15,447.9","15,199.3","15,524.2","14,936.8","-","-0.22%"
"Feb 22, 2021","15,481.9","15,704.7","15,743.8","15,478.5","-","-2.63%"
"Feb 19, 2021","15,899.9","16,023.4","16,041.5","15,858.6","-","-0.42%"
"Feb 18, 2021","15,966.2","15,870.8","16,004.2","15,778.5","-","-0.45%"
"Feb 17, 2021","16,038.4","15,964.0","16,054.1","15,866.3","-","-0.51%"
"Feb 16, 2021","16,120.8","16,199.5","16,244.8","16,065.8","-","-0.25%"
"Feb 12, 2021","16,160.5","16,029.6","16,170.5","15,983.8","-","0.53%"
"Feb 11, 2021","16,074.5","16,062.0","16,089.6","15,960.8","-","0.59%"
"Feb 10, 2021","15,980.6","16,093.1","16,115.9","15,836.3","-","-0.23%"
"Feb 09, 2021","16,017.8","15,994.5","16,081.8","15,991.6","-","-0.05%"
"Feb 08, 2021","16,026.6","16,000.0","16,030.5","15,924.7","-","0.67%"
"Feb 05, 2021","15,919.9","15,906.8","15,965.5","15,830.8","-","0.34%"
"Feb 04, 2021","15,866.6","15,742.6","15,869.3","15,686.0","-","1.20%"
"Feb 03, 2021","15,679.0","15,857.6","15,865.1","15,676.3","-","-0.40%"
"Feb 02, 2021","15,741.9","15,642.8","15,794.7","15,633.9","-","1.57%"
"Feb 01, 2021","15,499.3","15,287.3","15,535.9","15,188.3","-","2.50%"
"Jan 29, 2021","15,120.8","15,354.0","15,404.5","15,027.3","-","-2.08%"
"Jan 28, 2021","15,442.4","15,397.7","15,676.7","15,382.2","-","0.68%"
"Jan 27, 2021","15,338.4","15,640.8","15,667.0","15,246.6","-","-2.80%"
"Jan 26, 2021","15,780.0","15,800.3","15,834.0","15,721.7","-","0.05%"
"Jan 25, 2021","15,772.0","15,809.8","15,866.0","15,447.2","-","0.87%"
"Jan 22, 2021","15,635.3","15,623.3","15,680.1","15,600.7","-","-0.29%"
"Jan 21, 2021","15,680.4","15,623.9","15,714.0","15,555.0","-","0.82%"
"Jan 20, 2021","15,553.4","15,388.1","15,595.3","15,368.4","-","2.31%"
"Jan 19, 2021","15,202.6","15,115.0","15,220.8","15,044.4","-","1.50%"
"Jan 15, 2021","14,977.3","15,087.5","15,138.0","14,923.7","-","-0.73%"
"Jan 14, 2021","15,088.2","15,219.5","15,250.0","15,073.5","-","-0.58%"
"Jan 13, 2021","15,175.8","15,103.6","15,217.0","15,064.0","-","0.63%"
"Jan 12, 2021","15,080.4","15,108.5","15,156.9","14,953.7","-","-0.08%"
"Jan 11, 2021","15,092.6","15,161.6","15,233.8","15,070.5","-","-1.55%"
"Jan 08, 2021","15,329.7","15,250.2","15,339.0","15,136.2","-","1.28%"
"Jan 07, 2021","15,135.8","14,908.7","15,167.5","14,908.0","-","2.51%"
"Jan 06, 2021","14,765.6","14,739.8","14,976.1","14,702.5","-","-1.40%"
"Jan 05, 2021","14,975.0","14,812.2","14,983.6","14,812.2","-","0.86%"
"Jan 04, 2021","14,847.8","15,146.6","15,146.6","14,663.9","-","-1.49%"
"Dec 31, 2020","15,072.3","15,031.0","15,090.8","14,974.6","-","0.33%"
"Dec 30, 2020","15,022.1","15,086.0","15,106.4","15,002.7","-","0.02%"
"Dec 29, 2020","15,019.3","15,097.0","15,115.3","14,987.9","-","0.04%"
"Dec 28, 2020","15,013.9","14,984.8","15,040.9","14,906.6","-","1.01%"
"Dec 24, 2020","14,864.4","14,814.3","14,889.6","14,811.5","-","0.46%"
"Dec 23, 2020","14,796.7","14,890.9","14,895.4","14,792.5","-","-0.51%"
"Dec 22, 2020","14,872.0","14,869.6","14,923.1","14,742.0","-","0.22%"
"Dec 21, 2020","14,839.7","14,705.7","14,858.7","14,586.9","-","-0.38%"
"Dec 18, 2020","14,895.8","14,952.8","14,960.4","14,747.3","-","-0.10%"
"Dec 17, 2020","14,910.3","14,898.2","14,920.8","14,833.1","-","0.66%"
"Dec 16, 2020","14,812.3","14,741.8","14,847.3","14,696.0","-","0.57%"
"Dec 15, 2020","14,727.8","14,692.0","14,728.9","14,577.7","-","1.07%"
"Dec 14, 2020","14,571.4","14,531.3","14,667.4","14,529.4","-","0.71%"
"Dec 11, 2020","14,468.8","14,412.3","14,472.5","14,306.8","-","-0.21%"
"Dec 10, 2020","14,499.6","14,343.8","14,553.5","14,294.3","-","0.30%"
"Dec 09, 2020","14,455.8","14,762.5","14,781.5","14,393.4","-","-2.15%"
"Dec 08, 2020","14,772.7","14,701.5","14,791.0","14,619.8","-","0.31%"
"Dec 07, 2020","14,726.6","14,641.3","14,742.4","14,640.8","-","0.54%"
"Dec 04, 2020","14,647.0","14,590.3","14,650.2","14,555.9","-","0.49%"
"Dec 03, 2020","14,575.3","14,577.7","14,659.2","14,549.9","-","0.10%"
"Dec 02, 2020","14,560.7","14,483.8","14,579.2","14,399.2","-","0.01%"
"Dec 01, 2020","14,558.6","14,479.4","14,622.5","14,421.9","-","1.52%"
"Nov 30, 2020","14,339.9","14,352.2","14,376.5","14,132.6","-","0.08%"
"Nov 27, 2020","14,328.0","14,283.8","14,384.7","14,276.8","-","0.87%"
"Nov 25, 2020","14,203.9","14,157.0","14,230.5","14,121.2","-","0.60%"
"Nov 24, 2020","14,118.7","13,970.1","14,135.5","13,883.2","-","1.46%"
"Nov 23, 2020","13,915.4","13,978.5","14,027.5","13,812.1","-","-0.00%"
"Nov 20, 2020","13,916.0","13,997.3","14,045.7","13,912.6","-","-0.66%"
"Nov 19, 2020","14,008.3","13,865.4","14,025.7","13,841.5","-","0.76%"
"Nov 18, 2020","13,902.2","13,982.4","14,056.9","13,899.6","-","-0.66%"
"Nov 17, 2020","13,994.1","14,055.8","14,075.5","13,978.6","-","-0.30%"
"Nov 16, 2020","14,036.1","13,933.2","14,061.9","13,894.1","-","0.63%"
"Nov 13, 2020","13,947.8","13,916.0","13,970.3","13,797.2","-","0.95%"
"Nov 12, 2020","13,816.8","13,930.2","13,991.8","13,768.9","-","-0.55%"
"Nov 11, 2020","13,893.7","13,709.0","13,906.8","13,685.0","-","2.31%"
"Nov 10, 2020","13,579.8","13,673.5","13,740.7","13,449.2","-","-1.74%"
"Nov 09, 2020","13,820.0","14,245.6","14,332.0","13,805.8","-","-2.16%"
"Nov 06, 2020","14,124.6","14,069.7","14,154.5","13,895.9","-","0.13%"
"Nov 05, 2020","14,105.9","14,040.2","14,151.5","13,988.0","-","2.57%"
"Nov 04, 2020","13,752.3","13,578.0","13,833.4","13,504.6","-","4.41%"
"Nov 03, 2020","13,171.8","13,026.9","13,260.8","12,979.9","-","1.76%"
"Nov 02, 2020","12,943.9","13,023.0","13,104.8","12,794.9","-","0.29%"
"Oct 30, 2020","12,906.7","13,155.1","13,187.9","12,798.2","-","-2.62%"
"Oct 29, 2020","13,254.1","13,094.9","13,390.3","13,063.0","-","1.88%"
"Oct 28, 2020","13,009.9","13,310.8","13,340.7","13,002.1","-","-3.93%"
"Oct 27, 2020","13,542.5","13,498.0","13,582.8","13,430.6","-","0.82%"
"Oct 26, 2020","13,432.3","13,525.3","13,669.9","13,264.4","-","-1.61%"
"Oct 23, 2020","13,651.7","13,637.8","13,652.2","13,507.5","-","0.25%"
"Oct 22, 2020","13,617.0","13,675.1","13,706.1","13,461.5","-","-0.02%"
"Oct 21, 2020","13,619.9","13,644.2","13,764.8","13,597.8","-","-0.11%"
"Oct 20, 2020","13,634.4","13,635.9","13,778.7","13,559.6","-","0.37%"
"Oct 19, 2020","13,583.7","13,909.0","13,966.8","13,551.1","-","-1.84%"
"Oct 16, 2020","13,838.0","13,954.7","14,050.4","13,805.3","-","-0.39%"
"Oct 15, 2020","13,892.2","13,738.9","13,927.3","13,736.8","-","-0.72%"
"Oct 14, 2020","13,993.5","14,133.3","14,196.5","13,909.7","-","-0.81%"
"Oct 13, 2020","14,107.7","14,163.6","14,229.8","14,048.8","-","-0.04%"
"Oct 12, 2020","14,113.5","13,894.0","14,249.6","13,870.8","-","3.09%"
"Oct 09, 2020","13,690.5","13,561.7","13,692.5","13,544.6","-","1.51%"
"Oct 08, 2020","13,486.3","13,516.1","13,523.5","13,438.8","-","0.42%"
"Oct 07, 2020","13,430.4","13,324.7","13,449.5","13,289.4","-","1.88%"
"Oct 06, 2020","13,182.9","13,399.4","13,469.1","13,142.1","-","-1.88%"
"Oct 05, 2020","13,436.0","13,244.7","13,439.5","13,234.0","-","2.25%"
"Oct 02, 2020","13,140.2","13,225.6","13,401.0","13,104.6","-","-2.83%"
"Oct 01, 2020","13,522.5","13,489.6","13,550.0","13,412.1","-","1.46%"
"Sep 30, 2020","13,328.0","13,223.5","13,464.5","13,223.5","-","0.84%"
